Age,BusinessTravel,department,DistanceFromHome,Education,EducationField,Gender,job_role,JobSatisfaction,MaritalStatus,monthly_income,NumCompaniesWorked,overtime,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,industry_proxy,layoff_target
46,Travel_Rarely,Research & Development,18,3,Medical,Female,Manufacturing Director,3,Divorced,4810,2,No,14,3,7,0,Technology and Services,0
42,Travel_Frequently,Research & Development,28,4,Technical Degree,Female,Healthcare Representative,4,Married,4523,0,No,11,3,5,0,Technology and Services,0
24,Travel_Rarely,Sales,1,1,Technical Degree,Female,Sales Representative,2,Single,3202,1,Yes,16,3,3,1,Retail and Consumer,1
34,Travel_Frequently,Sales,6,2,Marketing,Female,Sales Representative,3,Divorced,2351,0,No,16,3,2,1,Retail and Consumer,1
38,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,Laboratory Technician,4,Married,1702,1,Yes,23,4,0,0,Technology and Services,0
40,Travel_Rarely,Sales,2,4,Life Sciences,Female,Manager,3,Married,18041,0,No,14,3,15,1,Retail and Consumer,0
26,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,Research Scientist,4,Divorced,2886,1,No,22,4,2,0,Technology and Services,0
30,Non-Travel,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,4,Married,2097,4,No,15,3,3,1,Technology and Services,0
29,Travel_Rarely,Research & Development,3,4,Medical,Male,Research Director,3,Married,11935,1,No,18,3,2,0,Technology and Services,0
29,Travel_Rarely,Research & Development,25,5,Technical Degree,Female,Research Scientist,2,Married,2546,5,No,16,3,2,1,Technology and Services,0
19,Travel_Rarely,Human Resources,2,2,Technical Degree,Male,Human Resources,4,Single,2564,1,No,12,3,0,0,Professional Services,1
30,Non-Travel,Sales,22,4,Other,Female,Sales Executive,1,Married,8412,0,No,11,3,8,7,Retail and Consumer,0
57,Travel_Rarely,Sales,29,3,Marketing,Male,Manager,4,Divorced,14118,3,No,12,3,0,0,Retail and Consumer,0
50,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,Manager,3,Married,17046,0,No,15,3,10,15,Technology and Services,0
30,Non-Travel,Research & Development,2,3,Medical,Female,Laboratory Technician,4,Single,2564,0,No,14,3,7,6,Technology and Services,0
60,Travel_Frequently,Sales,28,3,Marketing,Female,Sales Executive,1,Married,10266,4,No,19,3,13,13,Retail and Consumer,0
47,Travel_Rarely,Research & Development,2,2,Medical,Female,Manufacturing Director,4,Divorced,5070,5,No,13,3,0,0,Technology and Services,0
46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Research Director,3,Married,17861,6,No,13,3,2,0,Technology and Services,0
35,Travel_Rarely,Research & Development,22,3,Life Sciences,Male,Laboratory Technician,3,Single,4230,0,No,15,3,4,4,Technology and Services,0
54,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,Laboratory Technician,3,Single,3780,7,No,11,3,0,0,Technology and Services,0
34,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Research Scientist,3,Divorced,2768,3,No,12,3,3,5,Technology and Services,0
46,Travel_Rarely,Sales,10,3,Marketing,Female,Sales Executive,4,Married,9071,2,Yes,19,3,2,1,Retail and Consumer,0
31,Travel_Rarely,Research & Development,9,1,Life Sciences,Male,Manufacturing Director,2,Divorced,10648,1,No,25,4,8,0,Technology and Services,0
33,Travel_Rarely,Research & Development,15,1,Medical,Male,Manager,3,Married,13610,7,Yes,12,3,6,7,Technology and Services,0
33,Travel_Rarely,Research & Development,10,1,Medical,Male,Laboratory Technician,4,Divorced,3408,7,No,13,3,3,1,Technology and Services,0
30,Travel_Rarely,Sales,7,1,Marketing,Male,Sales Representative,2,Single,2983,0,No,14,3,2,1,Retail and Consumer,0
35,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,Healthcare Representative,3,Married,7632,4,Yes,12,3,7,0,Technology and Services,0
31,Travel_Frequently,Research & Development,20,3,Life Sciences,Male,Healthcare Representative,3,Married,9824,3,No,12,3,0,0,Technology and Services,0
34,Travel_Frequently,Human Resources,23,3,Human Resources,Female,Human Resources,1,Divorced,9950,9,Yes,15,3,2,0,Professional Services,1
42,Travel_Frequently,Research & Development,5,2,Other,Male,Laboratory Technician,3,Married,2093,4,No,17,3,2,2,Technology and Services,0
36,Non-Travel,Sales,10,4,Medical,Male,Sales Executive,4,Single,9980,1,No,14,3,3,9,Retail and Consumer,0
22,Travel_Frequently,Research & Development,4,1,Technical Degree,Male,Laboratory Technician,3,Single,3894,5,No,16,3,2,1,Technology and Services,0
48,Travel_Rarely,Sales,2,5,Marketing,Female,Sales Executive,4,Married,4051,2,No,14,3,7,6,Retail and Consumer,0
55,Travel_Rarely,Sales,18,5,Life Sciences,Female,Manager,2,Single,16835,3,No,23,4,9,7,Retail and Consumer,0
41,Non-Travel,Sales,10,2,Life Sciences,Male,Sales Executive,4,Single,6230,7,No,14,3,3,1,Retail and Consumer,0
35,Travel_Rarely,Sales,1,3,Marketing,Male,Sales Executive,3,Married,4717,9,No,11,3,9,6,Retail and Consumer,0
40,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,3,Single,13237,7,No,15,3,6,5,Technology and Services,0
39,Travel_Frequently,Research & Development,8,1,Life Sciences,Female,Laboratory Technician,3,Married,3755,1,No,11,3,3,0,Technology and Services,0
31,Travel_Rarely,Sales,2,1,Life Sciences,Male,Sales Executive,4,Single,6582,4,Yes,13,3,5,0,Retail and Consumer,0
42,Travel_Rarely,Research & Development,24,3,Medical,Male,Manufacturing Director,1,Married,7406,1,Yes,21,4,9,5,Technology and Services,0
45,Travel_Rarely,Sales,2,3,Other,Male,Sales Executive,2,Married,4805,0,No,19,3,7,3,Retail and Consumer,0
26,Travel_Frequently,Human Resources,17,4,Life Sciences,Female,Human Resources,3,Divorced,2741,0,Yes,11,3,7,1,Professional Services,1
29,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,Manufacturing Director,4,Divorced,4262,4,No,12,3,2,1,Technology and Services,0
33,Travel_Rarely,Research & Development,1,5,Medical,Female,Research Director,3,Divorced,16184,4,No,19,3,1,0,Technology and Services,0
31,Travel_Rarely,Sales,7,3,Life Sciences,Male,Manager,4,Divorced,11557,9,No,21,4,4,0,Retail and Consumer,0
18,Travel_Frequently,Sales,5,3,Marketing,Male,Sales Representative,2,Single,1878,1,Yes,14,3,0,0,Retail and Consumer,1
40,Non-Travel,Sales,28,3,Other,Male,Sales Executive,1,Divorced,10932,3,No,15,3,0,0,Retail and Consumer,0
41,Non-Travel,Research & Development,2,4,Other,Female,Healthcare Representative,3,Single,6811,2,Yes,17,3,7,0,Technology and Services,0
26,Travel_Rarely,Sales,29,2,Medical,Male,Sales Executive,3,Divorced,4306,5,No,12,3,0,0,Retail and Consumer,0
35,Travel_Rarely,Sales,1,3,Medical,Female,Sales Executive,3,Single,4859,1,No,16,3,4,0,Retail and Consumer,0
34,Travel_Rarely,Sales,21,4,Life Sciences,Male,Sales Executive,4,Single,5337,1,No,12,3,7,5,Retail and Consumer,0
26,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,Laboratory Technician,4,Single,2340,1,Yes,18,3,0,0,Technology and Services,0
37,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,4,Single,7491,4,No,17,3,5,1,Technology and Services,0
46,Travel_Frequently,Research & Development,18,1,Medical,Female,Healthcare Representative,3,Married,10527,5,No,11,3,2,1,Technology and Services,0
41,Travel_Rarely,Sales,2,5,Life Sciences,Female,Manager,1,Married,16595,7,No,16,3,16,11,Retail and Consumer,0
37,Non-Travel,Sales,9,4,Medical,Male,Sales Executive,2,Divorced,8834,1,No,13,3,5,7,Retail and Consumer,0
52,Travel_Rarely,Research & Development,6,2,Technical Degree,Male,Research Scientist,1,Divorced,5577,3,Yes,12,3,9,6,Technology and Services,0
32,Non-Travel,Sales,11,4,Other,Male,Sales Executive,3,Married,4707,8,No,12,3,2,1,Retail and Consumer,1
24,Travel_Frequently,Sales,24,3,Medical,Male,Sales Representative,4,Married,2400,0,No,13,3,2,2,Retail and Consumer,0
38,Travel_Rarely,Research & Development,10,3,Medical,Female,Healthcare Representative,3,Married,9824,3,No,19,3,0,0,Technology and Services,0
37,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,2,Married,6447,6,No,12,3,5,4,Technology and Services,0
49,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,Research Director,3,Divorced,19502,1,Yes,17,3,9,0,Technology and Services,0
24,Travel_Rarely,Research & Development,23,3,Medical,Male,Research Scientist,4,Married,2725,1,Yes,11,3,5,1,Technology and Services,0
26,Travel_Rarely,Sales,28,2,Marketing,Male,Sales Executive,2,Married,6272,1,No,20,4,3,1,Retail and Consumer,0
24,Travel_Rarely,Research & Development,17,2,Other,Male,Laboratory Technician,2,Married,2127,1,No,21,4,0,0,Technology and Services,0
50,Travel_Frequently,Human Resources,3,3,Medical,Male,Manager,2,Married,18200,1,No,11,3,5,10,Professional Services,0
25,Travel_Rarely,Sales,13,1,Medical,Male,Sales Representative,3,Married,2096,1,No,11,3,4,0,Retail and Consumer,0
24,Travel_Frequently,Research & Development,7,3,Life Sciences,Female,Laboratory Technician,3,Married,2886,1,Yes,16,3,3,1,Technology and Services,0
30,Travel_Frequently,Sales,12,4,Life Sciences,Male,Sales Representative,1,Married,2033,1,No,18,3,0,0,Retail and Consumer,1
34,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Research Scientist,4,Married,3622,1,Yes,13,3,5,1,Technology and Services,0
31,Travel_Rarely,Sales,13,4,Medical,Male,Sales Executive,1,Divorced,4233,2,No,17,3,1,1,Retail and Consumer,1
35,Travel_Rarely,Research & Development,25,2,Other,Male,Laboratory Technician,4,Single,3681,4,No,14,3,2,0,Technology and Services,0
31,Travel_Rarely,Sales,6,4,Medical,Male,Sales Executive,4,Divorced,5460,4,No,22,4,7,5,Retail and Consumer,0
27,Travel_Rarely,Research & Development,6,4,Medical,Female,Research Scientist,3,Divorced,2187,0,No,12,3,3,0,Technology and Services,0
37,Travel_Rarely,Sales,2,3,Marketing,Male,Sales Executive,3,Married,9602,4,Yes,11,3,0,1,Retail and Consumer,0
20,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Research Scientist,2,Single,2836,1,No,13,3,0,0,Technology and Services,0
42,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Healthcare Representative,4,Married,4089,1,No,13,3,2,2,Technology and Services,0
43,Travel_Rarely,Research & Development,6,4,Other,Male,Research Director,4,Divorced,16627,4,Yes,14,3,0,0,Technology and Services,0
38,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,Research Scientist,1,Single,2619,3,No,17,3,0,0,Technology and Services,0
43,Travel_Frequently,Research & Development,9,5,Medical,Male,Laboratory Technician,3,Divorced,5679,3,Yes,13,3,7,4,Technology and Services,0
48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Manager,1,Married,15402,7,No,11,3,2,0,Technology and Services,0
44,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,Human Resources,3,Single,5985,4,No,11,3,2,0,Professional Services,0
34,Travel_Rarely,Sales,14,3,Technical Degree,Female,Sales Representative,3,Divorced,2579,1,Yes,18,3,2,0,Retail and Consumer,0
27,Travel_Rarely,Sales,2,1,Marketing,Male,Sales Representative,1,Divorced,3041,0,No,11,3,3,0,Retail and Consumer,1
21,Travel_Rarely,Sales,22,1,Technical Degree,Male,Sales Representative,3,Single,3447,1,No,11,3,2,1,Retail and Consumer,0
44,Travel_Rarely,Research & Development,3,4,Other,Male,Manager,4,Married,19513,4,Yes,12,3,2,0,Technology and Services,0
22,Travel_Rarely,Research & Development,6,1,Medical,Male,Research Scientist,3,Married,2773,0,No,20,4,2,2,Technology and Services,0
33,Travel_Rarely,Sales,8,4,Marketing,Male,Sales Executive,3,Divorced,7104,0,No,12,3,0,1,Retail and Consumer,0
32,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,Research Scientist,4,Married,6322,1,Yes,12,3,4,0,Technology and Services,0
30,Travel_Frequently,Research & Development,3,3,Medical,Female,Research Scientist,3,Divorced,2083,1,No,20,4,0,0,Technology and Services,0
53,Travel_Rarely,Sales,1,1,Medical,Female,Sales Executive,1,Single,8381,7,No,20,4,7,8,Retail and Consumer,0
34,Travel_Rarely,Research & Development,1,5,Life Sciences,Male,Research Scientist,4,Married,2691,1,No,12,3,9,8,Technology and Services,0
45,Travel_Frequently,Sales,26,4,Life Sciences,Female,Sales Executive,1,Married,4286,2,No,14,3,1,0,Retail and Consumer,1
26,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Laboratory Technician,4,Married,2659,1,Yes,13,3,2,0,Technology and Services,0
37,Travel_Rarely,Research & Development,3,3,Other,Male,Manufacturing Director,3,Married,9434,1,No,15,3,7,7,Technology and Services,0
29,Travel_Rarely,Sales,3,2,Medical,Female,Sales Executive,3,Married,5561,1,No,14,3,0,1,Retail and Consumer,0
35,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Research Scientist,4,Single,6646,1,No,13,3,11,11,Technology and Services,0
33,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7725,3,No,23,4,11,4,Technology and Services,0
54,Travel_Rarely,Human Resources,19,4,Medical,Male,Human Resources,2,Married,10725,2,No,15,3,7,7,Professional Services,0
36,Travel_Rarely,Research & Development,9,2,Medical,Male,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,2,0,Technology and Services,0
27,Travel_Rarely,Research & Development,3,4,Medical,Male,Research Scientist,4,Single,2045,0,No,13,3,2,1,Technology and Services,0
20,Travel_Rarely,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,1359,1,Yes,11,3,0,1,Technology and Services,0
33,Travel_Frequently,Research & Development,3,3,Life Sciences,Male,Research Scientist,1,Single,3348,1,Yes,11,3,8,9,Technology and Services,0
35,Non-Travel,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Married,1359,1,No,18,3,0,0,Technology and Services,0
23,Travel_Rarely,Research & Development,4,3,Medical,Male,Research Scientist,1,Married,2819,2,No,16,3,2,0,Technology and Services,0
25,Travel_Rarely,Sales,8,3,Life Sciences,Male,Sales Executive,2,Married,4851,0,No,22,4,2,1,Retail and Consumer,0
38,Travel_Rarely,Sales,7,4,Marketing,Female,Sales Executive,4,Single,4028,0,No,20,4,7,0,Retail and Consumer,0
29,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,Research Scientist,4,Divorced,2720,1,No,18,3,7,2,Technology and Services,0
48,Travel_Rarely,Sales,2,1,Marketing,Male,Sales Executive,2,Married,8120,3,No,12,3,2,2,Retail and Consumer,0
27,Travel_Frequently,Sales,3,1,Medical,Female,Sales Executive,4,Divorced,4647,1,Yes,20,4,5,0,Retail and Consumer,0
37,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,Research Scientist,4,Single,4680,3,No,17,3,0,0,Technology and Services,0
50,Travel_Rarely,Research & Development,28,1,Medical,Male,Laboratory Technician,3,Married,3221,1,Yes,11,3,8,3,Technology and Services,0
34,Travel_Rarely,Research & Development,9,3,Medical,Female,Healthcare Representative,2,Single,8621,1,No,14,3,7,7,Technology and Services,0
24,Travel_Rarely,Sales,3,2,Life Sciences,Female,Sales Executive,3,Single,4577,9,No,14,3,2,2,Retail and Consumer,1
39,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,3,Single,4553,1,No,11,3,7,11,Technology and Services,0
32,Travel_Rarely,Sales,10,3,Marketing,Male,Sales Executive,4,Single,5396,1,No,12,3,7,0,Retail and Consumer,0
50,Travel_Frequently,Sales,8,2,Technical Degree,Male,Sales Executive,3,Married,6796,3,Yes,14,3,3,1,Retail and Consumer,1
38,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Healthcare Representative,4,Single,7625,0,No,13,3,7,1,Technology and Services,0
27,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Manufacturing Director,1,Married,7412,1,No,11,3,7,0,Technology and Services,0
32,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,Research Director,4,Single,11159,3,No,15,3,7,7,Technology and Services,0
47,Travel_Rarely,Sales,14,4,Marketing,Male,Sales Executive,1,Single,4960,2,No,12,3,7,1,Retail and Consumer,0
40,Travel_Frequently,Sales,5,4,Life Sciences,Male,Sales Executive,1,Married,10475,5,Yes,21,4,13,1,Retail and Consumer,0
53,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Research Director,3,Married,14814,3,No,19,3,1,1,Technology and Services,0
41,Travel_Rarely,Human Resources,10,4,Human Resources,Male,Manager,4,Divorced,19141,3,No,15,3,6,12,Professional Services,0
60,Travel_Rarely,Sales,16,4,Marketing,Male,Sales Executive,1,Single,5405,8,No,14,3,2,2,Retail and Consumer,0
27,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,Manufacturing Director,1,Divorced,8793,1,No,21,4,7,1,Technology and Services,0
41,Travel_Rarely,Human Resources,1,3,Human Resources,Male,Manager,3,Married,19189,1,No,12,3,7,2,Professional Services,0
50,Travel_Rarely,Sales,8,4,Marketing,Male,Sales Representative,2,Married,3875,7,No,15,3,2,2,Retail and Consumer,0
28,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Research Scientist,2,Single,2216,7,Yes,13,3,7,3,Technology and Services,0
36,Non-Travel,Research & Development,8,3,Life Sciences,Female,Research Director,1,Married,11713,9,No,14,3,7,0,Technology and Services,0
38,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,3,Single,7861,4,Yes,14,3,0,0,Technology and Services,0
44,Non-Travel,Research & Development,24,3,Medical,Male,Laboratory Technician,3,Single,3708,2,No,14,3,2,1,Technology and Services,0
47,Travel_Frequently,Sales,3,3,Medical,Female,Sales Executive,3,Divorced,13770,9,Yes,12,3,2,11,Retail and Consumer,0
30,Travel_Rarely,Sales,27,5,Marketing,Male,Sales Executive,4,Divorced,5304,7,No,23,4,7,7,Retail and Consumer,0
29,Travel_Rarely,Sales,10,3,Life Sciences,Male,Sales Representative,3,Single,2642,1,No,11,3,0,0,Retail and Consumer,0
42,Travel_Frequently,Research & Development,19,3,Medical,Male,Research Scientist,3,Divorced,2759,6,Yes,12,3,2,2,Technology and Services,0
43,Travel_Frequently,Sales,15,3,Life Sciences,Male,Sales Executive,4,Married,6804,3,No,18,3,2,2,Retail and Consumer,0
34,Travel_Rarely,Research & Development,8,2,Medical,Female,Healthcare Representative,3,Single,6142,3,No,11,3,1,4,Technology and Services,0
23,Travel_Rarely,Research & Development,9,1,Medical,Male,Laboratory Technician,1,Married,2500,1,No,14,3,3,0,Technology and Services,0
39,Travel_Rarely,Human Resources,3,3,Human Resources,Female,Human Resources,2,Married,6389,9,No,15,3,3,3,Professional Services,0
56,Travel_Rarely,Research & Development,9,3,Medical,Male,Healthcare Representative,4,Married,11103,7,No,11,3,7,1,Technology and Services,0
40,Travel_Rarely,Research & Development,2,1,Medical,Female,Research Scientist,4,Single,2342,0,Yes,20,4,2,2,Technology and Services,0
27,Travel_Rarely,Research & Development,7,3,Medical,Female,Healthcare Representative,1,Single,6811,8,No,19,3,6,0,Technology and Services,0
29,Travel_Rarely,Sales,10,3,Marketing,Male,Sales Representative,2,Divorced,2297,1,No,14,3,2,2,Retail and Consumer,0
53,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,4,Single,2450,2,No,17,3,2,2,Technology and Services,0
35,Non-Travel,Research & Development,2,4,Life Sciences,Female,Healthcare Representative,1,Divorced,5093,2,No,11,3,0,0,Technology and Services,0
32,Travel_Frequently,Research & Development,24,4,Life Sciences,Male,Laboratory Technician,4,Married,5309,1,No,15,3,8,4,Technology and Services,0
38,Travel_Rarely,Research & Development,2,5,Medical,Male,Research Scientist,3,Married,3057,6,Yes,13,3,0,0,Technology and Services,0
34,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,Manufacturing Director,1,Divorced,5121,3,No,14,3,0,0,Technology and Services,0
52,Travel_Rarely,Sales,3,4,Marketing,Male,Manager,1,Married,16856,1,No,11,3,6,1,Retail and Consumer,0
33,Travel_Rarely,Research & Development,1,4,Other,Male,Research Scientist,4,Single,2686,1,Yes,13,3,9,7,Technology and Services,0
25,Travel_Rarely,Sales,26,1,Medical,Female,Sales Executive,4,Single,6180,1,No,23,4,5,1,Retail and Consumer,0
45,Travel_Rarely,Sales,2,2,Technical Degree,Male,Sales Representative,3,Single,6632,0,No,13,3,7,3,Retail and Consumer,0
23,Travel_Rarely,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,3505,1,No,18,3,2,0,Technology and Services,0
47,Travel_Frequently,Sales,27,2,Life Sciences,Female,Sales Executive,3,Single,6397,4,Yes,12,3,4,1,Retail and Consumer,1
34,Travel_Rarely,Sales,2,3,Other,Male,Sales Executive,4,Single,6274,1,No,22,4,5,1,Retail and Consumer,0
55,Travel_Rarely,Research & Development,2,3,Medical,Male,Manager,1,Married,19626,5,Yes,13,3,2,1,Technology and Services,0
36,Non-Travel,Sales,8,4,Life Sciences,Male,Sales Executive,1,Single,7587,1,No,15,3,7,0,Retail and Consumer,0
52,Non-Travel,Research & Development,19,4,Medical,Male,Research Scientist,4,Married,4258,0,No,18,3,3,1,Technology and Services,0
26,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,Laboratory Technician,4,Divorced,4364,3,No,14,3,2,2,Technology and Services,0
29,Travel_Rarely,Research & Development,27,3,Medical,Female,Healthcare Representative,3,Married,4335,4,No,12,3,7,1,Technology and Services,0
26,Travel_Rarely,Sales,8,3,Technical Degree,Male,Sales Executive,1,Single,5326,6,No,17,3,3,1,Retail and Consumer,1
34,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Research Scientist,4,Single,3280,2,No,16,3,2,1,Technology and Services,0
54,Travel_Rarely,Research & Development,19,4,Medical,Female,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,3,1,Technology and Services,0
27,Travel_Frequently,Sales,8,1,Marketing,Male,Sales Executive,4,Married,4342,0,No,19,3,2,1,Retail and Consumer,0
37,Travel_Rarely,Research & Development,10,1,Life Sciences,Female,Research Scientist,1,Divorced,2782,0,Yes,13,3,3,4,Technology and Services,0
38,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,1,Single,5980,6,Yes,12,3,7,4,Technology and Services,0
34,Travel_Rarely,Research & Development,2,4,Medical,Female,Research Scientist,1,Single,4381,1,No,11,3,5,1,Technology and Services,0
35,Travel_Rarely,Sales,8,4,Life Sciences,Female,Sales Representative,4,Married,2572,1,No,16,3,2,0,Retail and Consumer,0
30,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,3,Married,3833,3,No,21,4,2,0,Technology and Services,0
40,Travel_Frequently,Research & Development,2,2,Medical,Female,Healthcare Representative,2,Married,4244,1,No,24,4,7,3,Technology and Services,0
34,Travel_Rarely,Sales,8,2,Life Sciences,Female,Sales Executive,1,Married,6500,5,No,17,3,2,1,Retail and Consumer,0
42,Travel_Frequently,Research & Development,8,3,Life Sciences,Male,Manager,4,Divorced,18430,1,No,13,3,7,14,Technology and Services,0
23,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,1,Married,1601,1,Yes,21,4,0,0,Technology and Services,0
24,Non-Travel,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2694,1,No,11,3,0,0,Technology and Services,0
52,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,Laboratory Technician,3,Married,3149,8,No,20,4,2,1,Technology and Services,0
50,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Director,3,Married,17639,5,No,16,3,3,0,Technology and Services,0
29,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Laboratory Technician,1,Married,2319,1,Yes,11,3,0,0,Technology and Services,0
33,Travel_Rarely,Research & Development,7,3,Medical,Male,Research Director,3,Married,11691,0,No,11,3,9,3,Technology and Services,0
33,Travel_Rarely,Sales,16,3,Marketing,Female,Sales Executive,1,Single,5324,5,No,15,3,2,0,Retail and Consumer,1
47,Travel_Rarely,Research & Development,2,2,Other,Female,Manager,4,Married,16752,1,Yes,11,3,14,3,Technology and Services,0
36,Travel_Rarely,Research & Development,1,3,Other,Female,Manufacturing Director,2,Married,5228,0,No,15,3,7,0,Technology and Services,0
29,Travel_Rarely,Research & Development,23,2,Life Sciences,Male,Research Scientist,3,Married,2700,1,No,24,4,7,0,Technology and Services,0
58,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Research Director,2,Single,19246,7,Yes,12,3,15,13,Technology and Services,0
35,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Research Scientist,3,Single,2506,3,No,13,3,2,2,Technology and Services,0
42,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Manufacturing Director,4,Married,6062,9,Yes,13,3,3,0,Technology and Services,0
28,Travel_Rarely,Research & Development,2,4,Medical,Male,Research Scientist,3,Single,4382,6,No,17,3,2,2,Technology and Services,0
36,Travel_Rarely,Human Resources,13,3,Human Resources,Male,Human Resources,2,Married,2143,4,No,13,3,2,0,Professional Services,0
32,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Manufacturing Director,3,Married,6162,1,No,12,3,13,6,Technology and Services,0
40,Travel_Frequently,Research & Development,16,4,Medical,Male,Laboratory Technician,3,Single,5094,6,No,14,3,0,0,Technology and Services,0
30,Travel_Rarely,Research & Development,2,3,Medical,Female,Manufacturing Director,4,Single,6877,5,Yes,24,4,0,0,Technology and Services,0
45,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Research Scientist,3,Single,2274,1,No,14,3,0,0,Technology and Services,0
42,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,Manufacturing Director,2,Married,4434,1,No,13,3,8,7,Technology and Services,0
38,Travel_Frequently,Research & Development,12,3,Life Sciences,Male,Healthcare Representative,1,Divorced,6288,2,No,15,3,3,1,Technology and Services,0
34,Travel_Frequently,Research & Development,16,4,Life Sciences,Female,Research Scientist,4,Single,2553,1,No,16,3,2,1,Technology and Services,0
49,Travel_Rarely,Sales,11,3,Marketing,Female,Sales Executive,4,Married,7654,1,No,18,3,8,7,Retail and Consumer,1
55,Travel_Rarely,Sales,2,1,Medical,Male,Sales Executive,4,Single,5160,4,No,16,3,7,7,Retail and Consumer,1
43,Travel_Rarely,Research & Development,14,2,Life Sciences,Male,Research Director,1,Married,17159,6,No,24,4,1,1,Technology and Services,0
27,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,Research Director,4,Divorced,12808,1,Yes,16,3,8,0,Technology and Services,0
35,Travel_Rarely,Research & Development,7,3,Other,Male,Manufacturing Director,3,Single,10221,3,No,21,4,5,1,Technology and Services,0
28,Travel_Rarely,Sales,2,4,Marketing,Female,Sales Executive,2,Married,4779,1,Yes,20,4,7,7,Retail and Consumer,0
34,Travel_Rarely,Human Resources,3,2,Human Resources,Male,Human Resources,4,Married,3737,0,No,19,3,2,0,Professional Services,0
26,Travel_Frequently,Research & Development,5,2,Medical,Female,Research Scientist,3,Married,2366,1,Yes,14,3,7,1,Technology and Services,0
27,Non-Travel,Research & Development,3,3,Medical,Male,Research Scientist,4,Married,1706,1,No,11,3,0,0,Technology and Services,0
51,Travel_Rarely,Sales,26,4,Marketing,Female,Manager,3,Married,16307,2,No,14,3,6,4,Retail and Consumer,0
44,Travel_Rarely,Research & Development,4,3,Medical,Male,Healthcare Representative,2,Single,5933,9,No,12,3,2,2,Technology and Services,0
25,Travel_Rarely,Research & Development,2,1,Medical,Male,Research Scientist,1,Single,3424,7,No,13,3,3,0,Technology and Services,0
33,Travel_Rarely,Sales,1,3,Medical,Male,Sales Executive,1,Divorced,4037,1,No,22,4,8,0,Retail and Consumer,0
